"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4RPN8PXV","journalArticle","2018","Peters, Debra P C; Burruss, N Dylan; Rodriguez, Luis L; McVey, D Scott; Elias, Emile H; Pelzel-McCluskey, Angela M; Derner, Justin D; Schrader, T Scott; Yao, Jin; Pauszek, Steven J; Lombard, Jason; Archer, Steven R; Bestelmeyer, Brandon T; Browning, Dawn M; Brungard, Colby W; Hatfield, Jerry L; Hanan, Niall P; Herrick, Jeffrey E; Okin, Gregory S; Sala, Osvaldo E; Savoy, Heather; Vivoni, Enrique R","An Integrated View of Complex Landscapes: A Big Data-Model Integration Approach to Transdisciplinary Science","BioScience","","0006-3568","10.1093/biosci/biy069","https://doi.org/10.1093/biosci/biy069","The Earth is a complex system comprising many interacting spatial and temporal scales. We developed a transdisciplinary data-model integration (TDMI) approach to understand, predict, and manage for these complex dynamics that focuses on spatiotemporal modeling and cross-scale interactions. Our approach employs human-centered machine-learning strategies supported by a data science integration system (DSIS). Applied to ecological problems, our approach integrates knowledge and data on (a) biological processes, (b) spatial heterogeneity in the land surface template, and (c) variability in environmental drivers using data and knowledge drawn from multiple lines of evidence (i.e., observations, experimental manipulations, analytical and numerical models, products from imagery, conceptual model reasoning, and theory). We apply this transdisciplinary approach to a suite of increasingly complex ecologically relevant problems and then discuss how information management systems will need to evolve into DSIS to allow other transdisciplinary questions to be addressed in the future.","2018-09-01","2022-12-01 01:38:58","2022-12-01 01:38:58","2022-12-01 01:38:58","653-669","","9","68","","BioScience","An Integrated View of Complex Landscapes","","","","","","","","","","","","Silverchair","","","","C:\Users\guer310\Zotero\storage\ZXW2FDIN\Peters et al. - 2018 - An Integrated View of Complex Landscapes A Big Da.pdf; C:\Users\guer310\Zotero\storage\F2DG7AJY\Peters et al. - 2018 - An Integrated View of Complex Landscapes A Big Da.pdf; C:\Users\guer310\Zotero\storage\RKCLEX5X\5090182.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJZ8EWBS","journalArticle","2016","Wilkinson, Mark D.; Dumontier, Michel; Aalbersberg, IJsbrand Jan; Appleton, Gabrielle; Axton, Myles; Baak, Arie; Blomberg, Niklas; Boiten, Jan-Willem; da Silva Santos, Luiz Bonino; Bourne, Philip E.; Bouwman, Jildau; Brookes, Anthony J.; Clark, Tim; Crosas, Mercè; Dillo, Ingrid; Dumon, Olivier; Edmunds, Scott; Evelo, Chris T.; Finkers, Richard; Gonzalez-Beltran, Alejandra; Gray, Alasdair J. G.; Groth, Paul; Goble, Carole; Grethe, Jeffrey S.; Heringa, Jaap; ’t Hoen, Peter A. C.; Hooft, Rob; Kuhn, Tobias; Kok, Ruben; Kok, Joost; Lusher, Scott J.; Martone, Maryann E.; Mons, Albert; Packer, Abel L.; Persson, Bengt; Rocca-Serra, Philippe; Roos, Marco; van Schaik, Rene; Sansone, Susanna-Assunta; Schultes, Erik; Sengstag, Thierry; Slater, Ted; Strawn, George; Swertz, Morris A.; Thompson, Mark; van der Lei, Johan; van Mulligen, Erik; Velterop, Jan; Waagmeester, Andra; Wittenburg, Peter; Wolstencroft, Katherine; Zhao, Jun; Mons, Barend","The FAIR Guiding Principles for scientific data management and stewardship","Scientific Data","","2052-4463","10.1038/sdata.2016.18","https://www.nature.com/articles/sdata201618","There is an urgent need to improve the infrastructure supporting the reuse of scholarly data. A diverse set of stakeholders—representing academia, industry, funding agencies, and scholarly publishers—have come together to design and jointly endorse a concise and measureable set of principles that we refer to as the FAIR Data Principles. The intent is that these may act as a guideline for those wishing to enhance the reusability of their data holdings. Distinct from peer initiatives that focus on the human scholar, the FAIR Principles put specific emphasis on enhancing the ability of machines to automatically find and use the data, in addition to supporting its reuse by individuals. This Comment is the first formal publication of the FAIR Principles, and includes the rationale behind them, and some exemplar implementations in the community.","2016-03-15","2022-12-01 01:42:03","2022-12-01 01:42:03","2022-12-01 01:42:03","160018","","1","3","","Sci Data","","","","","","","","en","2016 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","C:\Users\guer310\Zotero\storage\S87G8RVM\Wilkinson et al. - 2016 - The FAIR Guiding Principles for scientific data ma.pdf; C:\Users\guer310\Zotero\storage\YL4KQHLE\sdata201618.html","","","Publication characteristics; Research data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I2BZM33H","journalArticle","2018","Radeloff, Volker C.; Helmers, David P.; Kramer, H. Anu; Mockrin, Miranda H.; Alexandre, Patricia M.; Bar-Massada, Avi; Butsic, Van; Hawbaker, Todd J.; Martinuzzi, Sebastián; Syphard, Alexandra D.; Stewart, Susan I.","Rapid growth of the US wildland-urban interface raises wildfire risk","Proceedings of the National Academy of Sciences","","","10.1073/pnas.1718850115","https://www.pnas.org/doi/10.1073/pnas.1718850115","The wildland-urban interface (WUI) is the area where houses and wildland vegetation meet or intermingle, and where wildfire problems are most pronounced. Here we report that the WUI in the United States grew rapidly from 1990 to 2010 in terms of both number of new houses (from 30.8 to 43.4 million; 41% growth) and land area (from 581,000 to 770,000 km2; 33% growth), making it the fastest-growing land use type in the conterminous United States. The vast majority of new WUI areas were the result of new housing (97%), not related to an increase in wildland vegetation. Within the perimeter of recent wildfires (1990–2015), there were 286,000 houses in 2010, compared with 177,000 in 1990. Furthermore, WUI growth often results in more wildfire ignitions, putting more lives and houses at risk. Wildfire problems will not abate if recent housing growth trends continue.","2018-03-27","2022-12-01 01:47:50","2022-12-01 01:47:50","2022-12-01 01:47:50","3314-3319","","13","115","","","","","","","","","","","","","","","pnas.org (Atypon)","","Publisher: Proceedings of the National Academy of Sciences","","C:\Users\guer310\Zotero\storage\5ZHZN586\Radeloff et al. - 2018 - Rapid growth of the US wildland-urban interface ra.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L4H3EWY9","journalArticle","2019","Rhoades, Charles C.; Chow, Alex T.; Covino, Timothy P.; Fegel, Timothy S.; Pierson, Derek N.; Rhea, Allison E.","The Legacy of a Severe Wildfire on Stream Nitrogen and Carbon in Headwater Catchments","Ecosystems","","1435-0629","10.1007/s10021-018-0293-6","https://doi.org/10.1007/s10021-018-0293-6","Large, high-severity wildfires alter the physical and biological conditions that determine how catchments retain and release nutrients and regulate streamwater quality. The short-term water quality impacts of severe wildfire are often dramatic, but the longer-term responses may better reflect terrestrial and aquatic ecosystem recovery. We followed streamwater chemistry for 14 years after the largest fire in recorded Colorado history, the 2002 Hayman Fire, to characterize patterns in nitrogen (N) and carbon (C) export. Throughout the post-fire period, stream nitrate and total dissolved N (TDN) remained elevated in 10 burned catchments relative to pre-burn periods and 4 unburned control catchments. Both the extent of fire in a catchment and wildfire severity influenced stream N concentrations. Nitrate was more than an order of magnitude higher in streams draining catchments that burned to a high extent (> 60% of their areas) compared to unburned catchments. Unburned catchments retained more than 95% of atmospheric N inputs, but N retention in burned catchments was less than half of N inputs. Unlike N, stream C was elevated in catchments that burned to a lesser extent (30–60% of their areas burned), compared to either unburned or extensively burned catchments. Remotely sensed estimates of upland and riparian vegetation cover suggest that burned forests could require several more decades before forest cover and nutrient demand return to pre-fire levels. The persistent stream N increases we report are below drinking water thresholds, but exceed ecoregional reference concentrations for healthy stream ecosystems and indicate that extensively burned headwater catchments no longer function as strong sinks for atmospheric N. Combined with increasing trends in wildfire severity and elevated N deposition, our findings demonstrate the potential for substantial post-wildfire changes in ecosystem N retention and have implications for nutrient export to downstream waters.","2019-04-01","2022-12-01 01:49:01","2022-12-01 01:49:01","2022-12-01 01:49:01","643-657","","3","22","","Ecosystems","","","","","","","","en","","","","","Springer Link","","","","C:\Users\guer310\Zotero\storage\85FWFZG2\Rhoades et al. - 2019 - The Legacy of a Severe Wildfire on Stream Nitrogen.pdf","","","Colorado; dissolved organic carbon; forest disturbance; nitrogen cycling; nutrient retention; Ponderosa pine forest; streamwater nutrients; watershed biogeochemistry; wildfire severity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8UJDVU7A","journalArticle","2017","Zimmerman, Andrew R.; Mitra, Siddhartha","Trial by Fire: On the Terminology and Methods Used in Pyrogenic Organic Carbon Research","Frontiers in Earth Science","","2296-6463","","https://www.frontiersin.org/articles/10.3389/feart.2017.00095","Our understanding of the cycling of fire-derived, i.e., pyrogenic organic matter (pyOM), as well as the goals of the community of researchers who study it, may be inhibited by the many terms and methods currently used in its quantification and characterization. Terms currently used for pyOM have evolved by convention, but are often poorly defined. Further, each of the different methods now used to quantify solid and dissolved pyrogenic carbon (pyC) comes with its own biases and artifacts. That is, each detects only a fraction of the total pyrogenic products produced by fire, while, at the same time, include some fraction of non-pyrogenic OM. This may be evident in the commonly observed correlations between pyC and total organic C reported for both soils and dissolved OM in many different systems. We suggest that our research area can be placed on a stronger footing by: (1) agreement upon a common set of terms tied to the method used for detection (e.g., of the form pyCmethod), (2) implementation of another “ring trial” study with a wider set of natural soil and water samples that cross-compare more recently developed methods, and (3) further investigation of the processes which preserve/degrade/transport pyOM in the environment.","2017","2022-12-01 01:49:26","2022-12-01 01:49:26","2022-12-01 01:49:26","","","","5","","","Trial by Fire","","","","","","","","","","","","Frontiers","","","","C:\Users\guer310\Zotero\storage\P9H2CWIM\Zimmerman and Mitra - 2017 - Trial by Fire On the Terminology and Methods Used.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2GJ9FZF","journalArticle","2019","Rust, Ashley; Saxe, Samuel; Mccray, John; Rhoades, Charles; Hogue, Terri","Evaluating the factors responsible for post-fire water quality response in forests of the western USA","International Journal of Wildland Fire","","","10.1071/WF18191","","Wildfires commonly increase nutrient, carbon, sediment and metal inputs to streams, yet the factors responsible for the type, magnitude and duration of water quality effects are poorly understood. Prior work by the current authors found increased nitrogen, phosphorus and cation exports were common the first 5 post-fire years from a synthesis of 159 wildfires across the western United States. In the current study, an analysis is undertaken to determine factors that best explain post-fire streamwater responses observed in those watersheds. Increased post-fire total nitrogen and phosphorus loading were proportional to the catchment extent of moderate and high burn severity. While post-fire dissolved metal concentrations were correlated with pre-fire soil organic matter. Total metal concentration increased where post-fire Normalised Difference Vegetation Index, a remote sensing indicator of live green vegetation, was low. When pre-fire soil field capacity exceeded 17%, there was a 750% median increase in total metals export to streams. Overall, the current analysis identified burn severity, post-fire vegetation cover and several soil properties as the key variables explaining extended post-fire water quality response across a broad range of conditionsfound in the western US.","2019-01-01","2022-12-01 01:50:03","2022-12-01 01:50:03","","","","","28","","International Journal of Wildland Fire","","","","","","","","","","","","","ResearchGate","","","","","https://www.researchgate.net/profile/Samuel-Saxe/publication/335584688_Evaluating_the_factors_responsible_for_post-fire_water_quality_response_in_forests_of_the_western_USA/links/5e0651c392851c83649fc4b9/Evaluating-the-factors-responsible-for-post-fire-water-quality-response-in-forests-of-the-western-USA.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LSS782A7","journalArticle","2019","Chow, Alex T.; Tsai, Kuo-Pei; Fegel, Timothy S.; Pierson, Derek N.; Rhoades, Charles C.","Lasting Effects of Wildfire on Disinfection By-Product Formation in Forest Catchments","Journal of Environmental Quality","","1537-2537","10.2134/jeq2019.04.0172","https://onlinelibrary.wiley.com/doi/abs/10.2134/jeq2019.04.0172","Severe wildfires often have dramatic short-term effects on water quality, although there is increasing evidence that in some catchments their effects can persist for many years. Forest recovery after the 2002 Hayman Fire burned catchments that supply drinking water to over a half million users in Denver, CO, has been extremely slow and has caused persistent water quality concerns. To evaluate whether postfire water quality changes increase the potential to form undesirable by-products of water disinfection, we compared stream water from eight burned catchments within the Hayman Fire and five adjacent unburned catchments. We tested dissolved organic carbon (DOC) concentrations and the formation of disinfection by-products (trihalomethanes [THMs], haloacetonitriles [HANs], chloral hydrate [CHD, and haloketones [HKTs]) in stream water monthly during 2014 and 2015. Stream DOC, THMs, and CHD and specific ultraviolet absorbance at 254 nm (SUVA254) were elevated in catchments with a moderate extent of high-severity wildfire (8–46% of catchment area) relative to catchments that were unburned and those that burned more extensively (>74% of catchment area) 14 yr after the fire. In contrast, formation of highly toxic but unregulated nitrogenous HANs increased linearly with wildfire extent. Although these findings should not raise concern regarding drinking water safety, they highlight the long-term influences of high severity wildfire on source water C content, composition, and treatability. Core Ideas Wildfire impacts on source water quality could last over a decade. Formation of highly toxic nitrogenous DBP precursors increased linearly with wildfire extent. DBP formation was highest in streams draining moderately burned catchments.","2019","2022-12-01 01:50:39","2022-12-01 01:50:39","2022-12-01 01:50:39","1826-1834","","6","48","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.2134/jeq2019.04.0172","","C:\Users\guer310\Zotero\storage\5LDFN5Q6\Chow et al. - 2019 - Lasting Effects of Wildfire on Disinfection By-Pro.pdf; C:\Users\guer310\Zotero\storage\WUKTP3UW\jeq2019.04.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BV3LFLUH","journalArticle","2017","Ebel, Brian A.; Moody, John A.","Synthesis of soil-hydraulic properties and infiltration timescales in wildfire-affected soils","Hydrological Processes","","1099-1085","10.1002/hyp.10998","https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.10998","We collected soil-hydraulic property data from the literature for wildfire-affected soils, ash, and unburned soils. These data were used to calculate metrics and timescales of hydrologic response related to infiltration and surface runoff generation. Sorptivity (S) and wetting front potential (Ψf) were significantly different (lower) in burned soils compared with unburned soils, whereas field-saturated hydraulic conductivity (Kfs) was not significantly different. The magnitude and duration of the influence of capillarity during infiltration was greatly reduced in burned soils, causing faster ponding times in response to rainfall. Ash had large values of S and Kfs but moderate values of Ψf, compared with unburned and burned soils, indicating ash has long ponding times in response to rainfall. The ratio of S2/Kfs was nearly constant ( 100 mm) for unburned soils but more variable in burned soils, suggesting that unburned soils have a balance between gravity and capillarity contributions to infiltration that may depend on soil organic matter, whereas in burned soils the gravity contribution to infiltration is greater. Changes in S and Kfs in burned soils act synergistically to reduce infiltration and accelerate and amplify surface runoff generation. Synthesis of these findings identifies three key areas for future research. First, short timescales of capillary influences on infiltration indicate the need for better measurements of infiltration at times less than 1 min to accurately characterize S in burned soils. Second, using parameter values, such as Ψf, from unburned areas could produce substantial errors in hydrologic modeling when used without adjustment for wildfire effects, causing parameter compensation and resulting underestimation of Kfs. Third, more thorough measurement campaigns that capture soil-structural changes, organic matter impacts, quantitative water repellency trends, and soil-water content along with soil-hydraulic properties could drive the development of better techniques for numerically simulating infiltration in burned areas.","2017","2022-12-01 01:52:09","2022-12-01 01:52:09","2022-12-01 01:52:09","324-340","","2","31","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/hyp.10998","","C:\Users\guer310\Zotero\storage\AEL4HG7D\Ebel and Moody - 2017 - Synthesis of soil-hydraulic properties and infiltr.pdf; C:\Users\guer310\Zotero\storage\9RSACEIZ\hyp.html","","","wildfire; Green-Ampt; runoff; runoff generation; saturated hydraulic conductivity; sorptivity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XFSL4B8","journalArticle","2019","Hohner, Amanda K.; Rhoades, Charles C.; Wilkerson, Paul; Rosario-Ortiz, Fernando L.","Wildfires Alter Forest Watersheds and Threaten Drinking Water Quality","Accounts of Chemical Research","","0001-4842","10.1021/acs.accounts.8b00670","https://doi.org/10.1021/acs.accounts.8b00670","ConspectusWildfires are a natural part of most forest ecosystems, but due to changing climatic and environmental conditions, they have become larger, more severe, and potentially more damaging. Forested watersheds vulnerable to wildfire serve as drinking water supplies for many urban and rural communities. The highly variable nature of wildfire behavior combined with spatially complex patterns in vegetation, landscape, and hydrologic factors create uncertainty surrounding the postfire effects on water supplies. Wildfires often cause dramatic changes in forest vegetation structure and soil conditions, and alter the watershed processes that control streamflow, soil erosion, nutrient export, and downstream water chemistry. The authors’ work centers on field and laboratory studies to advance knowledge of postfire changes in soil and water chemical composition that influence drinking water treatment. High intensity postfire rainstorms typically increase runoff that erodes ash and soil from burned landscapes and dramatically elevates turbidity, nutrient, and dissolved organic carbon (DOC) levels in surface waters, which can cause short-term challenges for water providers. There is also growing evidence that water quality impacts can persist after high severity fires due to slow vegetative recovery, and nitrogen and DOC have remained elevated for 15 years following high severity fire. Low-moderate temperatures during wildfire may also influence water quality. Research by the authors showed that the solubility of organic matter, and C and N released from soils increased following soil heating at temperatures ≤ 350 °C. Further, the water extracted organic matter from soils heated at 225–350 °C included higher proportions of condensed aromatic structures, such as black carbon and black nitrogen. Short-term postfire water quality degradation following high intensity rainstorms can force water treatment plants to shut down or can significantly challenge treatment process performance. Extreme turbidity and high DOC in poststorm water, coupled with compositional organic matter changes, reduced the coagulation efficiency of postfire water supplies. Field and lab-based studies documented the formation of small, aromatic soluble compounds during wildfire that contribute to inefficient DOC removal from postfire stormwater. Due to increased postfire DOC concentrations, and poor treatability of poststorm runoff, toxic disinfection byproduct (DBP) formation increased during water treatment. Exceedance of drinking water standards for the carbonaceous DBPs, trihalomethanes and haloacetic acids, may present a critical management concern for water providers following wildfires. Further, postfire formation of nitrogen compounds and increased nitrogenous DBP precursors for haloacetonitriles and chloropicrin were discovered. N-DBPs pose a public health concern due to their toxicity, and water providers should be aware of potential increases in N-DBP formation following fire. Evidence from the authors’ studies demonstrates that even partially burned watersheds and wildfires burning at moderate temperature can have significant, lasting effects on C and N exports, source water quality, drinking water treatability, and DBP formation. Both short- and long-term postfire water quality impacts can create challenges for drinking water providers as they confront variability in supply and treatability. Communities, forest managers, and potable water providers will need to adapt to more frequent, destructive wildfires and anticipate greater variability in water quality.","2019-05-21","2022-12-01 01:52:06","2022-12-01 01:52:06","2022-12-01 01:52:06","1234-1244","","5","52","","Acc. Chem. Res.","","","","","","","","","","","","","ACS Publications","","Publisher: American Chemical Society","","C:\Users\guer310\Zotero\storage\D64TWGGR\acs.accounts.html; C:\Users\guer310\Zotero\storage\SSB5QFPB\Hohner et al. - 2019 - Wildfires Alter Forest Watersheds and Threaten Dri.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4F62XQ6","journalArticle","2016","Ebel, Brian A.; Rengers, Francis K.; Tucker, Gregory E.","Observed and simulated hydrologic response for a first-order catchment during extreme rainfall 3 years after wildfire disturbance","Water Resources Research","","1944-7973","10.1002/2016WR019110","https://onlinelibrary.wiley.com/doi/abs/10.1002/2016WR019110","Hydrologic response to extreme rainfall in disturbed landscapes is poorly understood because of the paucity of measurements. A unique opportunity presented itself when extreme rainfall in September 2013 fell on a headwater catchment (i.e., <1 ha) in Colorado, USA that had previously been burned by a wildfire in 2010. We compared measurements of soil-hydraulic properties, soil saturation from subsurface sensors, and estimated peak runoff during the extreme rainfall with numerical simulations of runoff generation and subsurface hydrologic response during this event. The simulations were used to explore differences in runoff generation between the wildfire-affected headwater catchment, a simulated unburned case, and for uniform versus spatially variable parameterizations of soil-hydraulic properties that affect infiltration and runoff generation in burned landscapes. Despite 3 years of elapsed time since the 2010 wildfire, observations and simulations pointed to substantial surface runoff generation in the wildfire-affected headwater catchment by the infiltration-excess mechanism while no surface runoff was generated in the unburned case. The surface runoff generation was the result of incomplete recovery of soil-hydraulic properties in the burned area, suggesting recovery takes longer than 3 years. Moreover, spatially variable soil-hydraulic property parameterizations produced longer duration but lower peak-flow infiltration-excess runoff, compared to uniform parameterization, which may have important hillslope sediment export and geomorphologic implications during long duration, extreme rainfall. The majority of the simulated surface runoff in the spatially variable cases came from connected near-channel contributing areas, which was a substantially smaller contributing area than the uniform simulations.","2016","2022-12-01 01:53:30","2022-12-01 01:53:30","2022-12-01 01:53:30","9367-9389","","12","52","","","","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/2016WR019110","","C:\Users\guer310\Zotero\storage\QNRX3E45\Ebel et al. - 2016 - Observed and simulated hydrologic response for a f.pdf; C:\Users\guer310\Zotero\storage\XJE5HQZS\2016WR019110.html","","","wildfire; runoff generation; disturbance; disturbance hydrology; extreme event; modeling; wildland fire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VSPB29TN","journalArticle","2019","Rhoades, Charles C.; Nunes, João P.; Silins, Uldis; Doerr, Stefan H.; Rhoades, Charles C.; Nunes, João P.; Silins, Uldis; Doerr, Stefan H.","The influence of wildfire on water quality and watershed processes: new insights and remaining challenges","International Journal of Wildland Fire","","1448-5516, 1448-5516","10.1071/WFv28n10_FO","https://www.publish.csiro.au/wf/WFv28n10_FO","This short paper provides the framework and introduction to this special issue of International Journal of Wildland Fire. Its eight papers were selected from those presented at two consecutive conferences held in 2018 in Europe and the USA that focussed on the impacts of wildfire on factors that regulate streamflow, water quality, sediment transport, and aquatic habitats. Despite decades of watershed research, our understanding of the effects of wildfires on the processes that regulate clean water supply remains limited. Here, we summarise the key challenges and research needs in this interdisciplinary field and evaluate the contributions the eight special issue papers make to improved understanding of wildfire impacts on watershed processes. We also outline research priorities aimed at improving our ability to predict and, where necessary, mitigate wildfire impacts on watersheds. Achieving these advances is all the more pressing given the increasing extent and severity of wildfires in many areas that are the source of clean water for major population centres.","2019-10-21","2022-12-01 01:53:48","2022-12-01 01:53:48","2022-12-01 01:53:48","721-725","","10","28","","Int. J. Wildland Fire","The influence of wildfire on water quality and watershed processes","","","","","","","en","","","","","www.publish.csiro.au","","Publisher: CSIRO PUBLISHING","","C:\Users\guer310\Zotero\storage\YPG6CG7V\Rhoades et al. - 2019 - The influence of wildfire on water quality and wat.pdf; C:\Users\guer310\Zotero\storage\R44VYXIV\WFV28N10_FO.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WVGCUQLG","journalArticle","2020","Crystal-Ornelas, Robert; Lockwood, Julie L.","The ‘known unknowns’ of invasive species impact measurement","Biological Invasions","","1387-3547, 1573-1464","10.1007/s10530-020-02200-0","https://link.springer.com/10.1007/s10530-020-02200-0","","2020-04","2022-12-01 01:52:27","2022-12-01 01:52:28","2022-12-01 01:52:27","1513-1525","","4","22","","Biol Invasions","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\guer310\Zotero\storage\MPS3CDNP\Crystal-Ornelas and Lockwood - 2020 - The ‘known unknowns’ of invasive species impact me.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QAP398F8","journalArticle","2018","Nunes, Joao P.; Doerr, Stefan H.; Sheridan, Gary; Neris, Jonay; Santín, Cristina; Emelko, Monica B.; Silins, Uldis; Robichaud, Peter R.; Elliot, William J.; Keizer, Jacob","Assessing water contamination risk from vegetation fires: Challenges, opportunities and a framework for progress","Hydrological Processes","","08856087","10.1002/hyp.11434","https://onlinelibrary.wiley.com/doi/10.1002/hyp.11434","","2018-02-28","2022-12-01 01:57:57","2022-12-01 01:57:59","2022-12-01 01:57:57","687-694","","5","32","","Hydrological Processes","Assessing water contamination risk from vegetation fires","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\guer310\Zotero\storage\UCHKLHKW\Nunes et al. - 2018 - Assessing water contamination risk from vegetation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G59AJPIW","journalArticle","2009","McIver, James; Youngblood, Andrew; Stephens, Scott L.","The national Fire and Fire Surrogate study: ecological consequences of fuel reduction methods in seasonally dry forests <sup>1</sup>","Ecological Applications","","1051-0761","10.1890/07-1785.1","http://doi.wiley.com/10.1890/07-1785.1","","2009-03","2022-12-01 01:56:40","2022-12-01 01:56:41","2022-12-01 01:56:40","283-284","","2","19","","Ecological Applications","The national Fire and Fire Surrogate study","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\guer310\Zotero\storage\ZXN37WVL\McIver et al. - 2009 - The national Fire and Fire Surrogate study ecolog.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDFXAMI3","journalArticle","2020","Bruns, Thomas D.; Chung, Judy A.; Carver, Akiko A.; Glassman, Sydney I.","A simple pyrocosm for studying soil microbial response to fire reveals a rapid, massive response by Pyronema species","PLOS ONE","","1932-6203","10.1371/journal.pone.0222691","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0222691","We have designed a pyrocosm to enable fine-scale dissection of post-fire soil microbial communities. Using it we show that the peak soil temperature achieved at a given depth occurs hours after the fire is out, lingers near this peak for a significant time, and is accurately predicted by soil depth and the mass of charcoal burned. Flash fuels that produce no large coals were found to have a negligible soil heating effect. Coupling this system with Illumina MiSeq sequencing of the control and post-fire soil we show that we can stimulate a rapid, massive response by Pyronema, a well-known genus of pyrophilous fungus, within two weeks of a test fire. This specific stimulation occurs in a background of many other fungal taxa that do not change noticeably with the fire, although there is an overall reduction in richness and evenness. We introduce a thermo-chemical gradient model to summarize the way that heat, soil depth and altered soil chemistry interact to create a predictable, depth-structured habitat for microbes in post-fire soils. Coupling this model with the temperature relationships found in the pyrocosms, we predict that the width of a survivable “goldilocks zone”, which achieves temperatures that select for postfire-adapted microbes, will stay relatively constant across a range of fuel loads. In addition we predict that a larger necromass zone, containing labile carbon and nutrients from recently heat-killed organisms, will increase in size rapidly with addition of fuel and then remain nearly constant in size over a broad range of fuel loads. The simplicity of this experimental system, coupled with the availability of a set of sequenced, assembled and annotated genomes of pyrophilous fungi, offers a powerful tool for dissecting the ecology of post-fire microbial communities.","2020-03-04","2022-12-01 02:01:17","2022-12-01 02:01:17","2022-12-01 02:01:17","e0222691","","3","15","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","C:\Users\guer310\Zotero\storage\QT8QZZSF\Bruns et al. - 2020 - A simple pyrocosm for studying soil microbial resp.pdf; C:\Users\guer310\Zotero\storage\268NJSD5\article.html","","","Fire suppression technology; Fuels; Fungal genomics; Fungi; Soil chemistry; Thermocouples; Wildfires; Yeast","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
